Player,Avg,Net Avg,Net Yds,Punts,Lng,Yds,IN 20,OOB,Dn,TB,FC,Ret,RetY,TD,P Blk
Tress Way,49.6,44.1,3485,79,79,3919,30,5,12,4,19,39,354,0,0
Ryan Winslow,48.5,44.2,265,6,55,291,2,0,1,1,0,4,6,0,0
Matt Wile,48.3,44.7,268,6,60,290,3,2,0,0,0,4,22,0,0
Andy Lee,47.8,41.9,2555,62,64,2913,21,6,5,4,15,31,278,1,1
Johnny Hekker,47.4,43,2838,67,71,3128,22,14,10,5,14,23,190,0,1
Brett Kern,47.1,43.1,3363,78,70,3672,37,18,9,2,19,30,269,0,0
Ty Long,47,40.9,1964,48,60,2256,17,2,3,2,8,33,252,0,0
Logan Cooke,46.8,44.5,3340,75,66,3507,25,12,11,2,26,24,127,0,0
Bryan Anger,46.5,44.5,2001,45,71,2094,24,1,9,2,16,17,53,0,0
Sam Koch,46.4,40.8,1632,41,62,1855,21,6,5,4,10,15,143,0,1
Cameron Johnston,46.4,42.3,3005,71,61,3292,28,7,9,4,19,32,207,0,0
Jamie Gillan,46.2,42.2,2662,64,71,2913,28,8,12,5,18,20,151,0,1
Thomas Morstead,46.2,43.1,2584,60,64,2770,29,7,7,1,21,24,166,0,0
Riley Dixon,46.1,43.5,3002,71,62,3178,29,9,17,2,17,24,136,0,2
Michael Palardy,46,38.7,2905,75,62,3452,25,9,7,3,16,40,487,3,0
AJ Cole,46,39.4,2643,67,74,3081,33,3,8,6,20,30,318,0,0
Lachlan Edwards,45.9,41.6,3622,87,63,3991,28,9,18,3,13,44,309,0,0
Jordan Berry,45.5,40.8,3023,74,69,3368,24,5,12,4,24,29,265,0,0
Sam Martin,45.3,41.8,3175,76,62,3445,31,5,13,7,22,29,130,0,0
Kevin Huber,45.2,42.1,3158,75,63,3394,30,6,10,5,30,24,136,0,0
Britton Colquitt,45.2,42.6,2644,62,59,2802,24,6,9,0,24,23,158,0,0
Michael Dickson,45.2,40.9,3028,74,63,3341,34,8,9,5,18,34,213,1,0
Matt Haack,45,41.1,2836,69,62,3105,23,6,12,2,20,29,229,0,0
Jake Bailey,44.9,41.3,3343,81,65,3638,36,17,12,6,18,28,175,0,0
Mitch Wishnowsky,44.9,41.6,2162,52,65,2333,23,5,9,2,13,23,131,0,0
Pat O'Donnell,44.8,41.2,3299,81,75,3586,26,4,13,2,26,35,247,0,1
Colby Wadman,44.4,39.4,3070,78,64,3464,29,12,9,4,21,32,314,2,0
Rigoberto Sanchez,44.4,41.2,2433,59,60,2619,22,6,9,1,15,28,166,0,0
Dustin Colquitt,44.3,41.2,1977,49,68,2126,21,1,11,3,14,19,89,0,1
J.K. Scott,44,39.9,3073,77,66,3386,29,12,10,4,25,26,233,0,0
Trevor Daniel,43.6,40.9,450,11,54,479,2,0,1,0,3,7,29,0,0
Bradley Pinion,43.2,38.3,2182,57,63,2464,19,2,9,3,18,25,222,0,0
Zane Gonzalez,42,42,84,2,44,84,0,0,1,0,1,0,0,0,0
Corey Bojorquez,41.9,38.2,3016,80,67,3313,34,15,13,7,26,18,157,0,1
Matt Bosher,41.9,40.8,367,10,52,377,2,0,0,0,7,2,10,0,1
Ryan Allen,41.9,37.5,1050,28,59,1172,14,4,5,3,8,8,62,0,0
Chris Jones,41.6,37.7,1885,51,58,2079,18,3,9,2,18,18,154,0,1
Kasey Redfern,41.2,36.9,332,9,54,371,3,1,0,0,3,5,39,0,0
Austin Seibert,37,37,37,1,37,37,1,0,1,0,0,0,0,0,0
Ka'imi Fairbairn,26,26,26,1,26,26,1,1,0,0,0,0,0,0,0
