Player,KO,Yds,Ret Yds,TB,TB %,Ret,Ret Avg,OSK,OSK Rec,OOB,TD
Brandon Aubrey,16,1040,0,16,100,0,0,0,0,0,0
Jake Elliott,13,839,62,11,84.6,2,31,0,0,0,0
Tyler Bass,12,770,69,9,75,3,23,0,0,0,0
Cameron Dicker,12,780,0,12,100,0,0,0,0,0,0
Bradley Pinion,12,792,55,10,83.3,2,27.5,0,0,0,0
Anders Carlson,11,718,103,6,54.6,5,20.6,0,0,0,0
Ethan Evans,11,714,34,10,90.9,1,34,0,0,0,0
Nick Folk,11,708,134,5,45.4,6,22.3,0,0,0,0
Dustin Hopkins,11,699,45,8,72.7,3,15,0,0,0,0
Matt Prater,11,717,21,10,90.9,1,21,0,0,0,0
Jason Sanders,11,715,0,11,100,0,0,0,0,0,0
Jake Camarda,10,648,15,9,90,1,15,0,0,0,0
Jack Fox,10,634,67,7,70,3,22.3,0,0,0,0
Matt Gay,10,641,57,7,70,3,19,0,0,0,0
Blake Grupe,10,650,0,10,100,0,0,0,0,0,0
Wil Lutz,10,551,0,8,80,0,0,2,0,0,0
Jason Myers,10,630,8,8,80,1,8,0,0,0,0
Joey Slye,10,650,0,10,100,0,0,0,0,0,0
Justin Tucker,10,650,0,10,100,0,0,0,0,0,0
Harrison Butker,9,585,0,9,100,0,0,0,0,0,0
Greg Joseph,9,539,23,7,77.8,1,23,1,0,0,0
Brandon McManus,9,575,33,7,77.8,2,16.5,0,0,0,0
Cairo Santos,9,536,55,6,66.7,2,27.5,1,0,0,0
Chris Boswell,8,520,0,8,100,0,0,0,0,0,0
Ka'imi Fairbairn,8,517,18,5,62.5,1,18,0,0,0,0
Chad Ryland,8,504,11,7,87.5,1,11,0,0,0,0
Daniel Carlson,7,469,96,4,57.1,3,32,0,0,0,0
Graham Gano,7,454,19,6,85.7,1,19,0,0,0,0
Evan McPherson,7,455,0,7,100,0,0,0,0,0,0
Eddy Pineiro,7,456,47,5,71.4,2,23.5,0,0,0,0
Mitch Wishnowsky,7,451,91,4,57.1,3,30.3,0,0,0,0
Jake Moody,6,381,20,4,66.7,1,20,0,0,1,0
Greg Zuerlein,6,390,0,6,100,0,0,0,0,0,0
Austin Seibert,3,176,0,2,66.7,1,0,0,0,0,0
Jake Bailey,1,65,0,1,100,0,0,0,0,0,0
Johnny Hekker,1,10,0,0,0,0,0,1,0,0,0
Brett Maher,1,46,16,0,0,1,16,0,0,0,0
