Player,Rec,Yds,TD,20+,40+,LNG,Rec 1st,1st%,Rec FUM,Rec YAC/R,Tgts
Cooper Kupp,145,1947,16,30,9,59,89,61.4,0,846,191
Davante Adams,123,1553,11,19,4,59,84,68.3,0,601,169
Tyreek Hill,111,1239,9,13,3,75,75,67.6,2,444,159
Justin Jefferson,108,1616,10,27,5,56,75,69.4,1,490,168
Mark Andrews,107,1361,9,20,2,43,75,70.1,1,450,153
Diontae Johnson,107,1161,8,14,4,50,59,55.1,2,527,169
Keenan Allen,106,1138,6,12,2,42,66,62.3,1,340,157
Jaylen Waddle,104,1015,6,8,2,57,59,56.7,1,420,140
Stefon Diggs,103,1225,10,12,4,61,66,64.1,1,326,164
Hunter Renfrow,103,1038,9,10,1,54,51,49.5,1,452,128
Chris Godwin,98,1103,5,15,1,44,55,56.1,2,586,127
DJ Moore,93,1157,4,16,1,64,60,64.5,1,422,163
Travis Kelce,92,1125,9,13,2,69,62,67.4,1,564,134
Marquise Brown,91,1008,6,15,3,49,41,45,3,388,146
Brandin Cooks,90,1037,6,12,5,52,45,50,0,330,134
Amon-Ra St. Brown,90,912,5,11,0,37,48,53.3,0,424,119
Michael Pittman,88,1082,6,12,3,57,54,61.4,1,348,129
Jakobi Meyers,83,866,2,12,0,39,42,50.6,1,221,126
Cole Beasley,82,693,1,5,0,29,34,41.5,1,305,112
Ja'Marr Chase,81,1455,13,22,8,82,56,69.1,2,651,128
Darnell Mooney,81,1055,4,14,3,64,49,60.5,0,381,140
CeeDee Lamb,79,1102,6,20,2,49,54,68.4,0,441,120
Dalton Schultz,78,808,8,6,0,32,43,55.1,0,341,104
Christian Kirk,77,982,5,16,4,50,44,57.1,0,231,103
Terry McLaurin,77,1053,5,15,3,46,47,61,0,307,130
Deebo Samuel,77,1405,6,23,9,83,51,66.2,4,780,121
Mike Williams,76,1146,9,17,9,72,51,67.1,0,415,129
DK Metcalf,75,967,12,11,2,84,48,64,1,328,129
Zach Ertz,74,763,5,7,1,47,40,54,0,340,112
Mike Evans,74,1035,14,20,3,46,56,75.7,0,239,114
Najee Harris,74,467,3,3,0,25,22,29.7,0,499,94
Tee Higgins,74,1091,6,17,2,54,53,71.6,1,285,110
Mike Gesicki,73,780,2,12,1,40,39,53.4,0,218,112
Marvin Jones,73,832,4,13,0,33,42,57.5,0,120,120
Tyler Lockett,73,1175,8,22,7,69,41,56.2,0,277,107
George Kittle,71,910,6,13,1,48,42,59.2,2,442,94
Austin Ekeler,70,647,8,3,1,40,31,44.3,4,622,94
Leonard Fournette,69,454,2,1,0,23,30,43.5,1,449,84
Amari Cooper,68,865,8,15,1,41,45,66.2,1,229,104
Noah Fant,68,670,4,7,0,35,29,42.6,0,319,90
Kyle Pitts,68,1026,1,16,2,61,43,63.2,0,313,110
Tyler Boyd,67,828,5,10,2,68,37,55.2,1,389,94
Adam Thielen,67,726,10,14,0,35,37,55.2,1,239,95
Russell Gage,66,770,4,8,1,49,37,56.1,2,248,94
DeVonta Smith,64,916,5,16,1,46,43,67.2,1,208,104
A.J. Brown,63,869,5,10,3,57,45,71.4,0,235,105
Laviska Shenault Jr.,63,619,0,5,2,58,30,47.6,1,393,100
D'Andre Swift,62,452,2,3,2,63,18,29,2,502,78
Tyler Conklin,61,593,3,4,1,40,26,42.6,1,326,87
Tyler Higbee,61,560,5,3,0,37,33,54.1,1,275,85
T.J. Hockenson,61,583,4,8,0,33,32,52.5,0,199,85
Pat Freiermuth,60,497,7,2,0,24,34,56.7,1,247,79
Cole Kmet,60,612,0,7,0,25,29,48.3,0,246,93
Chase Claypool,59,860,2,13,4,59,36,61,0,295,105
Mecole Hardman,59,693,2,8,4,53,33,55.9,1,502,83
Courtland Sutton,58,776,2,9,2,55,35,60.3,0,135,98
Brandon Aiyuk,56,826,5,16,1,43,37,66.1,1,349,84
Dallas Goedert,56,830,4,14,1,45,42,75,1,386,76
Kendrick Bourne,55,800,5,10,5,75,27,49.1,1,385,70
Rob Gronkowski,55,802,6,16,1,42,34,61.8,0,350,89
Darren Waller,55,665,2,13,0,33,31,56.4,0,242,93
A.J. Green,54,848,3,16,3,42,37,68.5,0,181,92
Josh Jacobs,54,348,0,2,0,29,14,25.9,0,395,64
Rondale Moore,54,435,1,3,1,77,18,33.3,1,438,64
Robbie Chosen,53,519,5,3,1,57,27,50.9,0,158,110
Tim Patrick,53,734,5,10,1,44,39,73.6,0,202,85
Aaron Jones,52,391,6,4,0,26,22,42.3,1,412,65
Jarvis Landry,52,570,2,7,0,38,29,55.8,1,273,87
Cordarrelle Patterson,52,548,5,8,2,64,26,50,0,385,69
Jamison Crowder,51,447,2,3,0,29,22,43.1,1,174,71
Hunter Henry,50,603,9,8,0,35,34,68,0,144,75
Van Jefferson,50,802,6,12,4,79,32,64,0,220,89
K.J. Osborn,50,655,7,10,2,64,26,52,0,179,82
Myles Gaskin,49,234,4,2,0,24,13,26.5,0,224,63
Dawson Knox,49,587,9,8,2,53,31,63.3,0,277,71
C.J. Uzomah,49,493,5,7,1,55,24,49,0,300,63
Jared Cook,48,564,4,7,1,42,31,64.6,0,238,83
Gerald Everett,48,478,4,5,1,41,26,54.2,2,249,63
Kalif Raymond,48,576,4,8,1,75,28,58.3,0,262,71
Ezekiel Elliott,47,287,2,1,0,21,16,34,0,303,65
Zay Jones,47,546,1,8,2,43,29,61.7,1,170,70
Alvin Kamara,47,439,5,4,0,31,20,42.6,0,437,67
Darrel Williams,47,452,2,4,0,38,19,40.4,0,435,57
Rashod Bateman,46,515,1,8,0,36,29,63,0,163,68
Braxton Berrios,46,431,2,5,1,46,22,47.8,1,264,65
Marquez Callaway,46,698,6,9,3,58,32,69.6,0,144,84
Evan Engram,46,408,3,2,0,30,21,45.6,1,185,73
Ced Wilson,45,602,6,8,2,73,27,60,1,260,61
Robert Woods,45,556,4,8,0,28,34,75.6,0,198,69
Odell Beckham Jr.,44,537,5,7,2,54,27,61.4,0,151,82
Mike Davis,44,259,1,2,0,20,12,27.3,2,306,58
Chase Edmonds,43,311,0,2,0,36,11,25.6,1,324,53
J.D. McKissic,43,397,2,3,1,56,15,34.9,0,380,53
Elijah Moore,43,538,5,9,1,62,24,55.8,0,207,77
Quez Watkins,43,647,1,12,3,91,25,58.1,0,253,62
Javonte Williams,43,316,3,2,1,42,12,27.9,0,343,53
Antonio Brown,42,545,4,10,2,62,29,69,0,190,62
Antonio Gibson,42,294,3,2,1,73,12,28.6,1,333,52
DeAndre Hopkins,42,572,8,7,1,55,32,76.2,0,140,64
Joe Mixon,42,314,3,3,3,52,11,26.2,1,318,48
David Montgomery,42,301,0,0,0,16,18,42.9,0,265,51
Byron Pringle,42,568,5,11,1,40,32,76.2,0,187,60
Emmanuel Sanders,42,626,4,10,1,41,31,73.8,0,85,72
Saquon Barkley,41,263,2,1,1,54,13,31.7,1,298,57
Brandon Bolden,41,405,2,5,0,28,21,51.2,0,416,49
Adam Humphries,41,383,0,4,0,27,23,56.1,0,158,62
Devontae Booker,40,268,1,1,1,41,11,27.5,0,297,45
Nyheim Hines,40,310,1,2,0,36,15,37.5,1,276,57
Allen Lazard,40,513,8,8,1,42,28,70,0,174,60
DeVante Parker,40,515,2,7,1,42,29,72.5,0,104,73
Devin Singletary,40,228,1,0,0,19,11,27.5,3,242,50
Jonathan Taylor,40,360,2,5,1,76,12,30,1,406,51
Ray-Ray McCloud,39,277,0,2,0,24,17,43.6,1,116,66
Tony Pollard,39,337,0,2,0,32,15,38.5,2,338,46
Kadarius Toney,39,420,0,5,0,38,21,53.8,0,228,57
Ameer Abdullah,38,289,1,1,0,23,13,34.2,0,294,53
Austin Hooper,38,345,3,4,0,34,18,47.4,0,185,61
Jerry Jeudy,38,467,0,7,1,40,22,57.9,1,178,56
Zach Pascal,38,384,3,5,1,41,15,39.5,1,121,69
Allen Robinson,38,410,1,5,0,39,22,57.9,0,92,66
Nick Westbrook-Ikhine,38,476,4,5,1,46,23,60.5,1,144,57
Nelson Agholor,37,473,3,9,1,44,23,62.2,0,101,64
James Conner,37,375,3,5,1,45,18,48.6,0,382,39
Kenny Golladay,37,521,0,5,0,36,27,73,0,119,76
Christian McCaffrey,37,343,1,4,0,32,21,56.8,0,258,41
Michael Carter,36,325,0,2,0,23,17,47.2,1,341,55
Deonte Harty,36,570,3,5,4,72,23,63.9,0,246,59
Tyler Johnson,36,360,0,4,0,31,14,38.9,0,137,55
David Njoku,36,475,4,8,2,71,17,47.2,0,247,53
Sterling Shepard,36,366,1,4,0,37,19,52.8,0,111,53
